Date,Open,High,Low,Close,Volume,Adj Close,Company
9/12/14,96.53,96.59,95.63,95.78,10257500,95.78,Exxon Mobil Corp
9/11/14,96.32,97.12,95.82,97.03,10181100,97.03,
9/10/14,97.36,97.53,95.83,96.81,12103500,96.81,
9/9/14,97.69,98.03,96.96,97.39,9756400,97.39,
9/8/14,98.92,98.92,97.45,97.77,10061300,97.77,
9/5/14,98.74,99.3,98.11,99.26,9476900,99.26,
9/4/14,99,99.45,97.97,98.36,9647200,98.36,
9/3/14,98.86,99.59,98.86,99.11,8475100,99.11,
9/2/14,99.43,99.59,97.81,98.49,8957100,98.49,
8/29/14,99.38,99.67,98.72,99.46,8873700,99.46,
8/28/14,99.04,99.74,99.01,99.57,6062300,99.57,
8/27/14,99.78,99.96,99.09,99.53,5848700,99.53,
8/26/14,99.12,100.31,99.02,99.64,8518400,99.64,
8/25/14,98.81,98.9,98.5,98.75,7569800,98.75,
8/22/14,98.89,98.98,98.08,98.5,8095000,98.5,
8/21/14,99.8,100.07,99.26,99.28,6826200,99.28,
8/20/14,99.55,99.9,99.04,99.7,6751800,99.7,
8/19/14,99.5,99.95,99.43,99.49,8888100,99.49,
8/18/14,99.28,99.53,99.1,99.52,7135400,99.52,
8/15/14,99.24,99.43,98.14,99.03,9226900,99.03,
8/14/14,99.1,99.28,98.6,99.09,6547300,99.09,
8/13/14,98.82,99.31,98.48,99.09,7649600,99.09,
8/12/14,98.21,98.69,97.82,98.49,9583700,98.49,
8/11/14,99.28,99.42,98.54,98.73,8589600,98.73,
8/8/14,98.81,99.79,98.32,99.74,11199300,99.05,
8/7/14,99.77,99.84,97.63,98.27,10017100,97.59,
8/6/14,98.2,99.65,98.2,98.98,9911300,98.3,
8/5/14,99.48,99.54,97.78,98.2,13069400,97.52,
8/4/14,98.74,100.43,98.31,100.13,12148200,99.44,
8/1/14,98.62,99.55,98.18,98.8,14915000,98.12,
7/31/14,101.98,101.98,98.93,98.94,18291800,98.26,
7/30/14,103.73,104.15,102.57,103.25,11072100,102.54,
7/29/14,104.21,104.76,103.52,103.55,8055400,102.83,
7/28/14,103.29,104.52,102.83,104.37,9197800,103.65,
7/25/14,103.93,103.99,102.96,103.18,7775500,102.47,
7/24/14,104.42,104.72,103.95,104.28,7943000,103.56,
7/23/14,103.64,104.45,103.53,104.25,7007200,103.53,
7/22/14,103.64,104.19,103.5,103.54,7426300,102.82,
7/21/14,102.36,103.19,102.06,103.08,6632400,102.37,
7/18/14,102.69,102.96,101.86,102.73,8208300,102.02,
7/17/14,103.38,103.89,102.29,102.31,8145700,101.6,
7/16/14,102.56,103.79,102.54,103.77,8870200,103.05,
7/15/14,102.53,102.6,101.74,102.39,8755800,101.68,
7/14/14,102.17,103.08,102.16,102.68,8253100,101.97,
7/11/14,102.4,102.5,101.32,101.74,7680800,101.04,
7/10/14,102.88,103.07,102.04,102.57,8533700,101.86,
7/9/14,102.96,103.69,102.81,103.55,7655300,102.83,
7/8/14,102.33,103.23,102.17,102.83,9613600,102.12,
7/7/14,102.33,102.65,102.02,102.65,7979600,101.94,
7/3/14,101.95,103.27,101.68,102.59,6922600,101.88,
7/2/14,101.15,101.64,101.04,101.57,6954400,100.87,
7/1/14,101.15,101.59,100.79,101.36,8399600,100.66,
6/30/14,101.21,101.27,100.52,100.68,9536500,99.98,
6/27/14,101.67,101.79,100.66,101.21,15147400,100.51,
6/26/14,101.94,102.38,100.85,102.03,8424200,101.32,
6/25/14,102.34,102.62,101.53,102.14,10714800,101.43,
6/24/14,104.18,104.47,102.47,102.73,9708400,102.02,
6/23/14,104.11,104.61,103.88,104.38,8553700,103.66,
6/20/14,103.28,104.06,102.94,103.83,17674400,103.11,
6/19/14,102.61,102.84,101.68,102.63,11105600,101.92,
6/18/14,102.57,102.95,102.06,102.73,9575100,102.02,
6/17/14,102.58,102.59,101.45,102.42,9355400,101.71,
6/16/14,102.57,103.25,102.17,102.92,8977600,102.21,
6/13/14,101.93,102.66,101.63,102.65,8240300,101.94,
6/12/14,102.46,102.95,101.57,101.66,11421000,100.96,
6/11/14,101.19,102.33,101,101.95,10270300,101.24,
6/10/14,101.48,101.73,101,101.46,7917500,100.76,
6/9/14,101.45,101.96,101.19,101.52,6404800,100.82,
6/6/14,100.61,101.63,100.6,101.6,9340900,100.9,
6/5/14,100.1,100.83,99.96,100.55,12296100,99.85,
6/4/14,100.21,100.46,99.96,100.04,7148800,99.35,
6/3/14,99.59,100.69,99.59,100.39,9384200,99.7,
6/2/14,100.53,100.88,99.67,99.94,7761300,99.25,
5/30/14,100.8,101.15,100.37,100.53,11499000,99.83,
5/29/14,101.54,101.65,101.02,101.27,6113700,100.57,
5/28/14,101.23,102.07,101.05,101.06,7586700,100.36,
5/27/14,101.61,101.9,100.93,101.36,8359700,100.66,
5/23/14,101.55,101.93,101.27,101.32,5410900,100.62,
5/22/14,101.81,101.97,101.47,101.5,5304300,100.8,
5/21/14,100.85,102.22,100.72,102.03,7747900,101.32,
5/20/14,100.69,101.08,100.45,100.67,6134100,99.97,
5/19/14,100.42,101.11,100.42,100.87,5851400,100.17,
5/16/14,100.59,101,100.32,100.74,10369200,100.04,
5/15/14,102,102.42,100.33,100.78,13658700,100.08,
5/14/14,102.36,102.68,102.11,102.29,6999200,101.58,
5/13/14,102.18,102.71,101.94,102.36,7528800,101.65,
5/12/14,102.33,102.35,101.53,102.23,8830500,101.52,
5/9/14,101.71,102.18,101.26,101.95,8948800,101.24,
5/8/14,103.09,103.29,102.17,102.32,8922500,100.93,
5/7/14,103.12,103.45,102.79,103.11,11007400,101.71,
5/6/14,102.6,103.3,102.41,102.67,9669800,101.27,
5/5/14,101.69,103.13,101.58,102.91,7614200,101.51,
5/2/14,101.28,102.91,100.98,102.01,11168100,100.62,
5/1/14,101.96,102.39,101.2,101.41,11161700,100.03,
4/30/14,101.13,102.41,100.71,102.41,13966700,101.02,
4/29/14,101.57,102.57,101.23,101.45,10094600,100.07,
4/28/14,100.72,101.46,100.31,101.17,12710800,99.79,
4/25/14,99.99,100.57,99.93,100.41,10391500,99.04,
4/24/14,100.48,100.6,99.86,100.01,9057800,98.65,
4/23/14,100.59,100.95,100.33,100.5,8686000,99.13,
4/22/14,100.53,100.86,100.22,100.37,8212100,99,
4/21/14,100.03,100.93,99.89,100.93,8002100,99.56,
4/17/14,99.69,100.97,99.69,100.42,15439800,99.05,
4/16/14,99.05,100.1,98.97,99.94,12508100,98.58,
4/15/14,97.58,98.7,97.07,98.68,12961600,97.34,
4/14/14,97.49,98.06,96.74,97.86,9610200,96.53,
4/11/14,96.51,97.44,96.28,96.72,13352500,95.4,
4/10/14,96.98,97.78,96.24,96.78,13443400,95.46,
4/9/14,97.75,97.79,96.63,97.33,10463900,96,
4/8/14,97.01,97.88,96.75,97.45,10243000,96.12,
4/7/14,97.25,97.53,96.75,96.78,10120700,95.46,
4/4/14,98.3,98.71,97.28,97.36,12496100,96.03,
4/3/14,97.83,98.54,97.56,97.93,10113000,96.6,
4/2/14,97.53,98.06,97.18,97.95,9551000,96.62,
4/1/14,97.65,97.93,97.28,97.73,9475300,96.4,
3/31/14,98.49,98.85,97.32,97.68,12375200,96.35,
3/28/14,96.47,97.97,96.47,97.7,12321800,96.37,
3/27/14,94.61,96.5,94.06,96.24,15427500,94.93,
3/26/14,95.56,95.58,94.41,94.7,11033300,93.41,
3/25/14,95.1,95.82,94.8,94.91,9796600,93.62,
3/24/14,94.76,95.1,94.48,94.64,9539800,93.35,
3/21/14,95.1,95.99,94.31,94.31,24479800,93.03,
3/20/14,93.44,94.74,93.01,94.58,10405000,93.29,
3/19/14,94.65,95.3,93.13,93.73,9914700,92.45,
3/18/14,94.41,95.25,94.07,94.71,8757300,93.42,
3/17/14,93.95,94.53,93.75,94.32,8676100,93.04,
3/14/14,93.58,94.22,93.29,93.47,11723300,92.2,
3/13/14,94.44,94.57,93.33,93.64,9872500,92.37,
3/12/14,93.64,94.47,93.55,94.21,9705400,92.93,
3/11/14,95.36,95.59,93.52,94.01,12143600,92.73,
3/10/14,95.15,95.55,94.66,95.5,9964500,94.2,
3/7/14,94.37,95.06,93.99,94.99,12659100,93.7,
3/6/14,93.67,93.94,93.27,93.76,12610400,92.48,
3/5/14,95.2,95.29,93.4,93.8,19829600,92.52,
3/4/14,96.59,96.86,95.87,96.52,12566100,95.21,
3/3/14,95.76,96.54,94.83,95.5,11896700,94.2,
2/28/14,95.96,96.83,95.78,96.27,12651400,94.96,
2/27/14,95.58,96.05,95.16,95.84,9101200,94.54,
2/26/14,96.56,96.86,95.53,95.79,9087600,94.49,
2/25/14,96.54,96.97,95.96,96.31,10663000,95,
2/24/14,95.61,97.25,95.41,96.44,16012500,95.13,
2/21/14,95.48,95.58,94.94,95.03,11282200,93.74,
2/20/14,93.85,95.77,93.75,95.37,14424300,94.07,
2/19/14,93.8,95.29,93.8,93.95,12227800,92.67,
2/18/14,94.07,94.72,93.36,94.07,12979300,92.79,
2/14/14,91.81,94.43,91.6,94.11,18260400,92.83,
2/13/14,90.59,91.65,90.4,91.43,9775300,90.19,
2/12/14,91.01,91.86,90.64,91.08,10752400,89.84,
2/11/14,89.56,91,89.4,90.84,13422800,89.6,
2/10/14,90.45,90.53,89.36,89.52,12237700,88.3,
2/7/14,90.12,90.63,89.75,90.58,12573800,89.35,
2/6/14,89.51,90.18,89.25,89.8,13646100,88.58,
